ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
0.482; 7.6454; 5.3352; -0.4274; 0.1263; -0.0258; 15.3; -54.0; 46.2; 192.3707; -55.823; 0.0; 39.6; 82.0; 3.951; 61020; 
0.3841; 7.8256; 5.6292; -0.0299; 0.0; 0.0; 16.2; -54.3; 45.6; 192.3707; -55.823; 0.0; 39.6; 82.0; 3.951; 61237; 
0.4229; 8.0842; 5.7141; 0.0277; 0.1242; 0.0; 16.5; -54.6; 46.2; 193.1277; -55.3374; -1.023; 39.6; 82.0; 3.951; 61440; 
0.3965; 7.8682; 5.638; 0.0895; 0.0; -0.0225; 17.1; -54.6; 45.9; 193.1277; -55.3374; -1.023; 39.6; 82.0; 3.951; 61640; 
0.2141; 7.8091; 5.4267; 0.0661; 0.1519; -0.0385; 16.2; -54.6; 46.2; 192.3445; -55.3374; -1.023; 39.6; 82.0; 3.951; 61841; 
0.0377; 8.2145; 5.2505; -0.0672; 0.0357; -0.0396; 15.9; -54.0; 45.9; 192.3445; -55.3374; -1.023; 39.6; 82.0; 3.951; 62053; 
0.0072; 8.1429; 5.5596; -0.1098; -0.1529; -0.0385; 15.9; -54.3; 47.1; 192.9882; -55.3416; 0.0; 39.6; 82.0; 3.951; 62254; 
0.0888; 8.6378; 5.3375; 0.0; -0.0655; -0.0417; 16.5; -54.3; 47.7; 192.9882; -55.3416; 0.0; 39.6; 82.0; 3.951; 62455; 
0.5396; 7.6712; 5.2644; 0.275; 0.1828; -0.0246; 16.5; -54.9; 45.9; 193.9287; -55.3416; 0.0; 39.6; 82.0; 3.951; 62658; 
0.3048; 7.7941; 5.6349; -0.081; 0.0741; -0.0182; 16.8; -54.6; 44.7; 193.3542; -56.6291; -1.0609; 39.6; 82.0; 3.951; 62863; 
0.5009; 7.7699; 6.4145; -0.1141; -0.2606; 0.0; 17.1; -55.2; 46.2; 193.3542; -56.6291; -1.0609; 39.6; 82.0; 3.951; 63064; 
0.6809; 7.6834; 6.0088; 0.3336; 0.0613; 0.0; 17.1; -54.3; 45.6; 192.5367; -55.8054; -2.0826; 39.6; 82.0; 3.951; 63288; 
0.7826; 7.5757; 6.1348; 0.3901; -0.2606; -0.0427; 17.1; -53.4; 46.2; 192.5367; -55.8054; -2.0826; 39.6; 82.0; 3.951; 63491; 
0.5497; 7.8802; 6.2703; 0.2238; 0.154; -0.0342; 16.2; -54.0; 46.8; 190.166; -54.9394; -4.0856; 39.6; 82.0; 3.951; 63691; 
0.644; 8.1438; 6.2636; 0.081; 0.0; -0.032; 16.5; -54.6; 46.2; 190.166; -54.9394; -4.0856; 39.6; 82.0; 3.951; 63894; 
0.6238; 7.9631; 5.7715; 0.1759; -0.106; 0.0; 18.3; -55.8; 45.3; 191.0709; -53.6499; -3.9452; 39.6; 82.0; 3.951; 64109; 
0.5476; 8.141; 5.5991; 0.0; 0.0837; -0.0192; 17.7; -56.7; 44.4; 191.3635; -54.4263; -5.0131; 39.6; 82.0; 3.951; 64310; 
0.6076; 7.8608; 5.256; 0.2249; 0.0496; 0.0; 18.0; -57.6; 44.4; 191.3635; -54.4263; -5.0131; 39.6; 82.0; 3.951; 64511; 
0.761; 7.7617; 5.2722; -0.1343; 0.1221; -0.0437; 18.6; -55.8; 45.3; 191.3116; -54.8542; -6.1155; 39.6; 82.0; 3.951; 64712; 
1.0261; 7.9122; 5.8882; 0.1865; -0.0847; -0.0341; 18.6; -55.8; 46.2; 191.3116; -54.8542; -6.1155; 39.6; 82.0; 3.951; 64946; 
0.8266; 8.1288; 5.8691; 0.0416; 0.1455; -0.0533; 18.6; -56.1; 45.9; 191.1035; -54.8542; -6.1155; 39.6; 82.0; 3.951; 65149; 
0.9526; 8.6325; 4.7083; -0.049; 0.072; -0.0725; 18.6; -54.9; 46.2; 190.5015; -54.799; -7.125; 39.6; 82.0; 3.951; 65360; 
0.9438; 8.5279; 4.829; -0.1215; 0.0422; -0.0575; 19.5; -54.9; 47.4; 190.5015; -54.799; -7.125; 39.6; 82.0; 3.951; 65561; 
0.7452; 8.7733; 4.8592; -0.2132; -0.2925; -0.0437; 19.5; -55.2; 47.1; 190.9335; -56.414; -7.386; 39.6; 82.0; 3.951; 65762; 
0.8571; 8.6206; 4.807; 0.0384; 0.2116; -0.0564; 19.2; -55.5; 47.4; 190.9335; -56.414; -7.386; 39.6; 82.0; 3.951; 65962; 
0.8689; 8.6796; 4.5416; 0.2419; 0.0; -0.0479; 19.8; -56.7; 46.8; 189.8077; -58.1196; -8.9149; 39.6; 82.0; 3.951; 66165; 
0.9459; 8.4838; 4.2832; -0.0895; -0.1145; -0.0425; 19.5; -55.8; 46.8; 189.8077; -58.1196; -8.9149; 39.6; 82.0; 3.951; 66395; 
0.9896; 8.655; 4.7956; -0.0874; -0.041; -0.05; 21.0; -55.5; 47.4; 189.712; -59.7107; -9.2726; 39.6; 82.0; 3.951; 66600; 
0.9869; 8.4821; 4.598; -0.1098; -0.1177; -0.0659; 21.9; -56.4; 46.8; 191.1046; -60.2091; -9.4623; 39.6; 82.0; 3.951; 66868; 
0.9921; 8.8801; 4.8031; 0.1236; 0.0; -0.035; 22.2; -55.8; 46.8; 191.1046; -60.2091; -9.4623; 39.6; 82.0; 3.951; 67074; 
0.6378; 8.8155; 4.6724; 0.1055; -0.0708; 0.0; 20.7; -55.2; 47.4; 189.4866; -60.9066; -10.8403; 39.6; 82.0; 3.951; 67274; 
0.926; 8.3442; 4.3405; 0.2068; -0.0591; 0.0; 20.7; -55.8; 46.5; 189.4866; -60.9066; -10.8403; 39.6; 82.0; 3.951; 67475; 
1.1641; 8.6519; 4.8114; -0.081; 0.0; -0.0243; 21.6; -55.5; 47.4; 189.9713; -60.9066; -10.8403; 39.6; 82.0; 3.951; 67688; 
1.0348; 8.3701; 4.762; 0.1854; -0.0505; -0.036; 22.2; -56.4; 46.5; 188.3249; -61.1908; -13.4486; 39.6; 82.0; 3.951; 67910; 
0.9058; 8.8909; 4.8709; -0.1119; 0.0635; 0.0; 22.5; -55.5; 45.9; 188.3249; -61.1908; -13.4486; 39.6; 82.0; 3.951; 68111; 
0.9882; 8.7593; 4.627; 0.3048; 0.0; -0.02; 23.1; -54.9; 45.9; 189.4139; -61.1908; -13.4486; 39.6; 82.0; 3.951; 68312; 
1.2337; 8.5981; 4.6436; 0.2281; -0.0452; -0.0328; 23.4; -56.7; 46.8; 189.4139; -61.1908; -13.4486; 39.6; 82.0; 3.951; 68515; 
1.5583; 8.2817; 4.4705; 0.3197; -0.1006; -0.0658; 24.0; -56.4; 46.2; 189.9111; -61.6903; -13.7363; 39.6; 82.0; 3.951; 68737; 
1.3009; 8.1946; 4.3411; -0.3976; -0.2061; -0.0327; 22.5; -56.1; 46.2; 188.3148; -61.5626; -14.9314; 39.6; 82.0; 3.951; 68957; 
1.03; 8.1705; 4.6645; -0.0736; -0.123; -0.0284; 22.2; -56.1; 46.8; 188.3148; -61.5626; -14.9314; 39.6; 82.0; 3.951; 69158; 
1.0731; 8.4604; 4.5451; -0.2377; -0.5621; -0.0636; 24.0; -55.8; 46.2; 189.0487; -61.5626; -14.9314; 39.6; 82.0; 3.951; 69359; 
1.2171; 8.6421; 4.5178; 0.0778; -0.1187; -0.0486; 24.6; -56.1; 45.9; 189.0487; -61.5626; -14.9314; 39.6; 82.0; 3.951; 69560; 
1.0825; 8.8664; 4.8462; 0.1108; -0.4107; -0.0188; 25.5; -57.6; 45.6; 191.2362; -61.966; -13.7363; 39.6; 82.0; 3.951; 69761; 
1.0543; 8.9839; 4.8478; -0.1141; -0.0771; -0.0379; 25.5; -57.3; 46.8; 191.2362; -61.966; -13.7363; 39.6; 82.0; 3.951; 69963; 
0.8055; 9.1244; 4.7451; 0.0682; 0.0444; -0.0209; 26.1; -57.3; 47.4; 190.997; -61.966; -13.7363; 39.6; 82.0; 3.951; 70165; 
0.6749; 8.3796; 5.0144; -0.112; -0.2871; -0.0688; 26.1; -57.6; 47.4; 190.997; -61.966; -13.7363; 39.6; 82.0; 3.951; 70366; 
0.813; 8.3669; 5.5056; 0.0969; 0.1776; 0.0; 27.0; -58.5; 46.8; 190.8142; -62.4664; -14.0362; 39.6; 82.0; 3.951; 70568; 
0.8305; 8.239; 5.556; -0.2942; -0.0505; -0.0208; 27.0; -58.2; 46.5; 192.6335; -61.3047; -12.2648; 39.6; 82.0; 3.951; 70791; 
0.7402; 8.3134; 4.8393; -0.0373; 0.135; -0.0304; 27.6; -56.7; 45.9; 192.6335; -61.3047; -12.2648; 39.6; 82.0; 3.951; 70992; 
0.7318; 8.5459; 4.8315; 0.2153; -0.0686; 0.0; 27.0; -57.3; 47.1; 193.8024; -60.1206; -10.6197; 39.6; 82.0; 3.951; 71194; 
0.5574; 8.5394; 4.56; -0.1492; -0.1656; 0.0; 26.7; -56.7; 45.6; 193.8024; -60.1206; -10.6197; 39.6; 82.0; 3.951; 71406; 
0.4687; 8.3378; 4.6109; 0.0; 0.0476; 0.0; 27.3; -57.3; 46.8; 193.7058; -60.9066; -10.8403; 39.6; 82.0; 3.951; 71607; 
0.7056; 8.2908; 5.1021; -0.1599; -0.2402; 0.0; 27.0; -57.3; 47.7; 193.4124; -60.9066; -10.8403; 39.6; 82.0; 3.951; 71860; 
0.7173; 8.2745; 5.1613; -0.1695; 0.0; -0.0411; 27.3; -57.0; 46.5; 193.4124; -60.9066; -10.8403; 39.6; 82.0; 3.951; 72061; 
0.2887; 8.3387; 5.1758; 0.049; 0.0743; 0.0; 27.3; -57.3; 44.7; 195.2209; -60.2091; -9.4623; 39.6; 82.0; 3.951; 72262; 
0.3522; 8.3264; 5.0679; 0.1919; 0.1553; 0.0197; 27.0; -60.9; 43.5; 195.2209; -60.2091; -9.4623; 39.6; 82.0; 3.951; 72463; 
0.4079; 8.6156; 5.5105; -0.0618; -0.0461; 0.0; 27.3; -60.0; 46.8; 194.351; -60.2091; -9.4623; 39.6; 82.0; 3.951; 72672; 
-0.1584; 7.941; 4.7902; 0.4317; -0.0547; 0.0709; 27.0; -58.2; 47.4; 194.351; -60.2091; -9.4623; 39.6; 82.0; 3.951; 72877; 
-0.1513; 8.4983; 5.4421; -0.6928; 0.2182; -0.0176; 25.8; -58.8; 46.2; 194.5383; -60.2091; -9.4623; 39.6; 82.0; 3.951; 73078; 
0.1241; 7.8524; 4.7243; 0.6065; -0.4736; 0.0208; 27.6; -57.6; 48.6; 195.5862; -59.7868; -8.1301; 39.6; 82.0; 3.951; 73286; 
0.0602; 7.8405; 4.6671; 0.2921; 0.0636; 0.0; 26.7; -57.3; 48.9; 195.5862; -59.7868; -8.1301; 39.6; 82.0; 3.951; 73488; 
0.2512; 8.2938; 5.0686; -0.1439; 0.167; 0.0; 25.5; -57.3; 47.4; 195.6561; -59.853; -6.9811; 39.6; 82.0; 3.951; 73688; 
0.0551; 8.3523; 5.1382; 0.2644; 0.0327; 0.0; 26.4; -57.3; 48.3; 195.6561; -59.853; -6.9811; 39.6; 82.0; 3.951; 73889; 
-0.1084; 8.8108; 5.19; -0.2558; 0.0; 0.0; 27.0; -57.9; 47.7; 197.6255; -59.1569; -4.5739; 39.6; 82.0; 3.951; 74107; 
0.0394; 8.5049; 4.8508; 0.4615; 0.0807; 0.0336; 26.4; -58.8; 47.7; 197.6255; -59.1569; -4.5739; 39.6; 82.0; 3.951; 74310; 
0.0485; 8.2676; 5.2997; -0.0959; 0.0477; 0.0; 25.8; -58.5; 48.0; 197.7586; -59.9914; -3.5035; 39.6; 82.0; 3.951; 74525; 
-0.0928; 8.3725; 5.3526; 0.258; 0.2981; 0.0; 24.9; -57.3; 46.8; 197.4003; -59.4894; -3.4336; 39.6; 82.0; 3.951; 74727; 
0.0945; 8.0859; 5.6002; 0.0; -0.0632; 0.0474; 25.2; -57.6; 47.4; 197.4003; -59.4894; -3.4336; 39.6; 82.0; 3.951; 74944; 
0.0889; 7.8492; 5.2815; 0.4861; 0.3888; 0.0; 25.8; -57.0; 46.5; 198.1221; -59.4894; -3.4336; 39.6; 82.0; 3.951; 75146; 
0.3576; 8.0112; 5.494; -0.2686; 0.2214; -0.0294; 25.8; -58.2; 45.6; 198.1221; -59.4894; -3.4336; 39.6; 82.0; 3.951; 75348; 
0.2781; 8.7442; 6.066; -0.1801; 0.052; 0.025; 25.8; -57.9; 47.7; 196.93; -57.8565; -4.3987; 39.6; 82.0; 3.951; 75549; 
0.3164; 8.1163; 6.0051; 0.4306; -0.2955; 0.0474; 26.1; -58.2; 46.8; 196.93; -57.8565; -4.3987; 39.6; 82.0; 3.951; 75751; 
0.7317; 7.3186; 5.1179; 0.1237; -0.1164; 0.0207; 25.5; -56.1; 48.0; 198.0001; -57.8565; -4.3987; 39.6; 82.0; 3.951; 75964; 
0.4314; 8.0295; 5.4867; 0.0576; 0.1244; 0.0; 26.1; -57.6; 48.3; 196.1723; -57.0079; -5.3893; 39.6; 82.0; 3.951; 76193; 
0.4642; 8.0883; 5.4603; -0.3549; -0.0205; 0.0; 26.1; -57.6; 49.8; 196.1723; -57.0079; -5.3893; 39.6; 82.0; 3.951; 76394; 
0.2868; 8.2514; 5.5934; -0.0607; -0.1015; 0.0452; 25.8; -56.7; 47.1; 196.5326; -57.0079; -5.3893; 39.6; 82.0; 3.951; 76595; 
0.4061; 8.2552; 5.0716; 0.4285; 0.1532; 0.0; 26.1; -57.0; 47.4; 196.5326; -57.0079; -5.3893; 39.6; 82.0; 3.951; 76809; 
0.1558; 8.1395; 4.7438; -0.4903; 0.0392; -0.0177; 26.1; -57.6; 48.3; 195.4262; -56.9572; -6.4588; 39.6; 82.0; 3.951; 77010; 
0.3522; 8.4689; 5.2617; -0.0383; -0.125; -0.0219; 24.6; -56.7; 47.1; 195.8045; -58.6146; -5.5993; 39.6; 82.0; 3.951; 77251; 
0.3664; 8.8345; 5.2831; 0.1546; 0.0189; -0.0251; 26.7; -57.9; 49.5; 195.8045; -58.6146; -5.5993; 39.6; 82.0; 3.951; 77453; 
0.0805; 8.38; 4.6733; 0.2281; 0.3845; 0.0; 25.2; -57.0; 49.5; 195.0773; -58.6146; -5.5993; 39.6; 82.0; 3.951; 77677; 
0.4642; 7.7762; 4.7498; 0.1492; 0.1447; 0.0228; 26.1; -56.1; 49.5; 195.0773; -58.6146; -5.5993; 39.6; 82.0; 3.951; 77890; 
0.7291; 8.2952; 5.053; 0.0; 0.1745; -0.0464; 27.3; -56.7; 50.4; 196.4242; -59.1118; -5.7106; 39.6; 82.0; 3.951; 78092; 
0.0466; 8.9358; 5.5743; -1.0722; -0.3414; 0.0; 24.9; -60.0; 45.9; 195.6997; -59.1118; -5.7106; 39.6; 82.0; 3.951; 78299; 
0.4932; 9.4156; 5.8477; 0.9902; -0.0802; -0.0304; 27.3; -57.0; 48.9; 195.6997; -59.1118; -5.7106; 39.6; 82.0; 3.951; 78512; 
0.1913; 8.4493; 5.0237; 0.1183; 0.0; 0.0175; 27.0; -56.4; 50.1; 196.5123; -59.9092; -5.8263; 39.6; 82.0; 3.951; 78714; 
0.4259; 7.9634; 4.9604; -0.3123; 0.1084; 0.0; 25.5; -57.9; 50.4; 196.5123; -59.9092; -5.8263; 39.6; 82.0; 3.951; 78917; 
0.2956; 8.0542; 5.1322; 0.1375; -0.0376; 0.0207; 25.5; -57.6; 49.8; 195.6297; -59.1118; -5.7106; 39.6; 82.0; 3.951; 79119; 
0.3286; 8.324; 5.042; -0.097; 0.0743; 0.0; 26.7; -58.5; 48.9; 195.6297; -59.1118; -5.7106; 39.6; 82.0; 3.951; 79320; 
0.3813; 8.3868; 5.2306; 0.259; 0.1212; 0.0; 26.1; -57.6; 48.9; 195.8729; -59.1118; -5.7106; 39.6; 82.0; 3.951; 79521; 
0.2438; 7.9649; 5.2982; 0.193; 0.0199; 0.0; 25.8; -58.8; 48.6; 195.8729; -59.1118; -5.7106; 39.6; 82.0; 3.951; 79722; 
0.2679; 7.9363; 5.3285; 0.1226; 0.1585; 0.0; 25.2; -58.2; 46.5; 195.4149; -59.1118; -5.7106; 39.6; 82.0; 3.951; 79926; 
0.026; 7.7608; 5.2967; -0.1556; 0.0913; 0.0261; 25.5; -57.3; 46.8; 197.2762; -58.3526; -4.4846; 39.6; 82.0; 3.951; 80138; 
0.5203; 8.1832; 5.2234; 0.2494; 0.376; -0.0251; 24.9; -56.7; 45.3; 197.2762; -58.3526; -4.4846; 39.6; 82.0; 3.951; 80340; 
0.2977; 8.5022; 5.5346; 0.2004; 0.0786; 0.0; 23.4; -56.4; 45.9; 194.7082; -57.8139; -5.4923; 39.6; 82.0; 3.951; 80540; 
0.4039; 8.4981; 5.3741; 0.1034; 0.1308; 0.0; 23.7; -56.7; 46.5; 194.7082; -57.8139; -5.4923; 39.6; 82.0; 3.951; 80741; 
0.2385; 8.1627; 5.147; 0.0917; 0.0839; 0.0; 23.7; -56.7; 48.0; 194.8559; -57.8139; -5.4923; 39.6; 82.0; 3.951; 80960; 
0.3178; 8.2005; 5.3128; 0.2281; 0.0924; 0.0; 24.3; -57.0; 46.8; 194.8559; -57.8139; -5.4923; 39.6; 82.0; 3.951; 81161; 
0.2253; 8.7412; 5.8491; 0.1535; -0.1516; 0.0186; 24.0; -56.7; 46.8; 196.2075; -57.8565; -4.3987; 39.6; 82.0; 3.951; 81363; 
0.3301; 8.0516; 5.4231; 0.0; 0.0509; 0.0; 24.3; -57.3; 47.7; 194.8559; -57.8139; -5.4923; 39.6; 82.0; 3.951; 81577; 
0.3926; 7.9099; 5.6888; -0.0874; -0.1793; 0.0197; 24.3; -56.1; 47.7; 194.8559; -57.8139; -5.4923; 39.6; 82.0; 3.951; 81805; 
0.3973; 8.2314; 5.7061; -0.1684; -0.3019; 0.0; 23.7; -57.3; 48.0; 194.87; -57.0079; -5.3893; 39.6; 82.0; 3.951; 82006; 
0.5218; 7.8462; 5.4026; 0.0; -0.0941; -0.0187; 23.7; -57.3; 47.1; 194.87; -57.0079; -5.3893; 39.6; 82.0; 3.951; 82209; 
0.4528; 7.8994; 5.5147; -0.0523; -0.2763; -0.0176; 24.0; -56.7; 48.6; 194.641; -57.0079; -5.3893; 39.6; 82.0; 3.951; 82410; 
0.4552; 8.3916; 5.4641; 0.2078; 0.1532; -0.0304; 24.3; -55.5; 46.8; 195.3244; -57.0079; -5.3893; 39.6; 82.0; 3.951; 82630; 
0.3299; 8.104; 5.3671; 0.0; 0.0861; 0.0; 24.9; -57.0; 47.7; 195.3244; -57.0079; -5.3893; 39.6; 82.0; 3.951; 82830; 
0.4772; 8.214; 5.4177; 0.1247; 0.1308; 0.0; 24.3; -57.0; 46.2; 195.3673; -57.3243; -5.3893; 39.6; 82.0; 3.951; 83031; 
0.4672; 8.2675; 5.5635; 0.1023; 0.0; 0.0; 24.0; -56.7; 45.0; 195.3673; -57.3243; -5.3893; 39.6; 82.0; 3.951; 83232; 
0.4657; 8.1464; 5.5244; 0.1555; 0.0435; 0.0; 24.3; -56.7; 46.8; 195.1274; -57.3243; -5.3893; 39.6; 82.0; 3.951; 83433; 
0.4214; 7.8172; 5.331; 0.0756; -0.0738; 0.0; 24.6; -57.3; 46.8; 195.1274; -57.3243; -5.3893; 39.6; 82.0; 3.951; 83634; 
0.4172; 8.1847; 5.3616; -0.0331; 0.117; 0.0; 24.6; -57.6; 47.7; 194.7274; -56.9572; -6.4588; 40.8; 82.0; 3.945; 83835; 
0.2657; 8.0302; 5.3274; 0.049; 0.1564; 0.0; 23.7; -56.7; 46.8; 194.7274; -56.9572; -6.4588; 40.8; 82.0; 3.945; 84036; 
0.2293; 8.0878; 5.3087; -0.0598; 0.0; 0.0; 23.4; -57.0; 46.2; 193.6391; -56.9572; -6.4588; 40.8; 82.0; 3.945; 84264; 
0.2772; 8.125; 5.3108; 0.0703; 0.1234; 0.0; 24.0; -56.4; 46.5; 195.2133; -57.0079; -5.3893; 40.8; 82.0; 3.945; 84480; 
0.3401; 8.038; 5.403; -0.0416; -0.1612; 0.0; 24.0; -56.7; 45.9; 195.2133; -57.0079; -5.3893; 40.8; 82.0; 3.945; 84684; 
0.5754; 8.0838; 5.6726; 0.1801; 0.0819; -0.0294; 24.3; -57.9; 46.5; 194.9958; -57.0079; -5.3893; 40.8; 82.0; 3.945; 84887; 
0.3724; 8.2372; 5.9021; 0.0; 0.2034; 0.0; 25.2; -57.3; 45.9; 194.9958; -57.0079; -5.3893; 40.8; 82.0; 3.945; 85088; 
0.2952; 8.1824; 5.7304; 0.0; -0.0332; 0.0293; 24.9; -56.4; 46.5; 195.9689; -56.5212; -5.2901; 40.8; 82.0; 3.945; 85291; 
0.469; 7.9842; 5.6246; 0.3954; 0.2599; 0.0; 24.9; -57.3; 45.0; 196.3439; -56.5212; -5.2901; 40.8; 82.0; 3.945; 85540; 
0.3607; 8.0738; 5.712; 0.0585; -0.0801; 0.0; 24.3; -57.0; 45.6; 196.3439; -56.5212; -5.2901; 40.8; 82.0; 3.945; 85745; 
0.4467; 7.9822; 5.619; 0.0948; 0.0915; 0.0; 24.3; -57.6; 47.4; 195.0276; -56.5212; -5.2901; 40.8; 82.0; 3.945; 85947; 
0.3118; 7.9893; 5.6543; -0.1184; 0.035; 0.0; 24.9; -57.6; 46.2; 195.0276; -56.5212; -5.2901; 40.8; 82.0; 3.945; 86165; 
0.4401; 8.0338; 5.6235; 0.0; -0.1803; 0.0; 24.0; -57.0; 46.8; 195.1369; -56.5212; -5.2901; 40.8; 82.0; 3.945; 86366; 
0.4628; 8.0344; 5.625; -0.1323; -0.1707; 0.0; 24.0; -57.0; 46.8; 195.114; -56.197; -5.2901; 40.8; 82.0; 3.945; 86570; 
0.4904; 7.8417; 5.5356; 0.1225; 0.0915; 0.0; 25.2; -57.3; 47.7; 195.114; -56.197; -5.2901; 40.8; 82.0; 3.945; 86772; 
0.5562; 7.8626; 5.4572; 0.05; -0.1398; 0.0; 24.6; -57.3; 46.8; 195.1488; -55.6653; -6.2258; 40.8; 82.0; 3.945; 86972; 
0.5309; 8.116; 5.4434; -0.0246; 0.0596; -0.0187; 24.9; -56.7; 47.7; 195.1488; -55.6653; -6.2258; 40.8; 82.0; 3.945; 87203; 
0.3392; 8.0669; 5.3205; 0.1918; 0.1075; 0.0; 25.8; -57.3; 47.7; 195.6096; -55.6653; -6.2258; 40.8; 82.0; 3.945; 87404; 
0.3992; 7.9399; 5.4169; 0.0; -0.0459; 0.0282; 24.6; -57.6; 46.8; 195.6096; -55.6653; -6.2258; 40.8; 82.0; 3.945; 87634; 
0.4317; 8.2297; 5.3882; 0.3037; -0.1674; 0.0; 24.6; -57.0; 47.1; 195.8608; -55.7133; -5.1944; 40.8; 82.0; 3.945; 87837; 
0.3411; 8.2776; 5.341; 0.0798; -0.0331; -0.0304; 25.5; -57.6; 46.8; 195.7198; -56.472; -6.3402; 40.8; 82.0; 3.945; 88052; 
0.4447; 8.2669; 5.2966; 0.0457; 0.1811; 0.0; 25.5; -57.6; 45.9; 195.7198; -56.472; -6.3402; 40.8; 82.0; 3.945; 88270; 
0.3646; 8.3435; 5.2273; -0.0471; -0.1024; 0.0293; 25.5; -57.6; 45.9; 196.6909; -56.5212; -5.2901; 40.8; 82.0; 3.945; 88472; 
0.561; 8.0815; 5.0875; 0.2567; -0.3241; 0.0325; 24.9; -57.0; 47.7; 196.6909; -56.5212; -5.2901; 40.8; 82.0; 3.945; 88672; 
0.444; 8.1432; 5.3222; -0.1217; -0.1386; 0.0; 25.2; -57.3; 48.6; 194.5915; -56.9572; -6.4588; 40.8; 82.0; 3.945; 88874; 
0.3518; 8.4252; 5.2216; 0.3164; 0.0; 0.0; 24.6; -58.2; 47.4; 194.5915; -56.9572; -6.4588; 40.8; 82.0; 3.945; 89075; 
0.3685; 8.0851; 5.2616; 0.0776; -0.2164; 0.0; 25.5; -57.0; 48.0; 195.4005; -57.7619; -6.5819; 40.8; 82.0; 3.945; 89309; 
0.4914; 8.2318; 5.3636; 0.0; 0.0319; 0.0; 23.7; -57.6; 48.0; 194.7527; -57.8139; -5.4923; 40.8; 82.0; 3.945; 89510; 
0.4018; 8.2974; 5.5106; -0.0375; -0.1716; 0.0314; 24.6; -58.8; 46.8; 194.7527; -57.8139; -5.4923; 40.8; 82.0; 3.945; 89710; 
0.4441; 7.8934; 5.0755; 0.2344; 0.0; 0.0218; 24.0; -58.2; 47.4; 194.9873; -57.8139; -5.4923; 40.8; 82.0; 3.945; 89911; 
0.4696; 8.0326; 5.2665; -0.0502; 0.1045; 0.0; 24.0; -58.8; 47.7; 194.9873; -57.8139; -5.4923; 40.8; 82.0; 3.945; 90111; 
0.5765; 8.2254; 5.1664; -0.0726; 0.1205; -0.0315; 24.0; -58.5; 47.7; 194.0438; -57.2739; -6.4588; 40.8; 82.0; 3.945; 90312; 
0.3961; 8.6581; 5.5129; 0.9154; 0.243; 0.041; 24.6; -57.0; 47.1; 194.0438; -57.2739; -6.4588; 40.8; 82.0; 3.945; 90512; 
0.1935; 8.3339; 5.0289; -0.1621; 0.4413; 0.0186; 22.8; -56.7; 48.6; 194.7498; -57.2739; -6.4588; 40.8; 82.0; 3.945; 90724; 
0.3652; 8.3028; 5.103; 0.261; 0.2249; 0.0218; 21.9; -55.2; 48.3; 193.6025; -57.8139; -5.4923; 40.8; 82.0; 3.945; 90925; 
0.2775; 8.6761; 5.2632; 0.4283; 0.2196; 0.0484; 22.8; -55.2; 48.3; 193.6025; -57.8139; -5.4923; 40.8; 82.0; 3.945; 91125; 
0.2886; 8.6861; 5.1252; 0.1117; -0.0597; 0.0324; 23.1; -56.1; 48.9; 193.1926; -58.5613; -6.7098; 40.8; 82.0; 3.945; 91325; 
0.3076; 8.3133; 5.0753; 0.1128; 0.0352; 0.0; 23.1; -55.2; 48.0; 193.1926; -58.5613; -6.7098; 40.8; 82.0; 3.945; 91544; 
0.2218; 8.4112; 5.0647; 0.2215; 0.0; 0.0228; 23.4; -54.0; 47.7; 194.3725; -59.1118; -5.7106; 40.8; 82.0; 3.945; 91746; 
0.3194; 8.2586; 4.8972; 0.0936; 0.0192; 0.0452; 23.1; -53.7; 49.5; 194.3725; -59.1118; -5.7106; 40.8; 82.0; 3.945; 91947; 
0.3248; 8.3431; 5.0179; 0.0925; 0.1151; 0.0206; 23.7; -55.5; 48.3; 193.8045; -59.1118; -5.7106; 40.8; 82.0; 3.945; 92164; 
0.2414; 8.5239; 4.9608; -0.1409; 0.031; -0.0252; 23.4; -55.5; 47.7; 194.2731; -59.1118; -5.7106; 40.8; 82.0; 3.945; 92376; 
-1.0954; 9.0898; 5.7003; 0.8035; 0.4946; 0.0; 24.3; -55.5; 48.9; 194.2731; -59.1118; -5.7106; 40.8; 82.0; 3.945; 92581; 
-1.2896; 8.3553; 4.8977; -0.1878; 0.2335; 0.0334; 24.0; -57.0; 50.1; 195.141; -59.9554; -4.6669; 40.8; 82.0; 3.945; 92781; 
-1.4357; 8.1443; 5.2255; 0.4965; 0.3507; 0.1017; 23.1; -57.0; 48.6; 195.141; -59.9554; -4.6669; 40.8; 82.0; 3.945; 92981; 
-1.6819; 8.2923; 5.2707; -0.095; -0.1875; 0.0984; 22.2; -56.4; 47.1; 196.9392; -60.0327; -1.1691; 40.8; 82.0; 3.945; 93185; 
